Jakomini,142
Lend,139
Geidorf,137
Gries,136
St. Leonhard,125
Eggenberg,121
Innere Stadt,120
Mariatrost,108
St. Peter,108
Andritz,102
Waltendorf,102
Gösting,101
Wetzelsdorf,96
Liebenau,96
Puntigam,95
Straßgang,94
Ries,85

