St. Leonhard,1.43
Waltendorf,3.51
Geidorf,4.31
Jakomini,3.18
Ries,7.96
St. Peter,6.95
Puntigam,4.84
Liebenau,6.26
Mariatrost,10.97
Andritz,14.48
Innere Stadt,0.91
Wetzelsdorf,4.52
Straßgang,9.21
Lend,2.9
Gösting,8.49
Gries,3.96
Eggenberg,6.11
